QKEY,weight,uses_facebook,uses_x,uses_instagram,uses_tiktok,news_facebook,news_x,news_instagram,news_tiktok,fb_why_news,fb_why_entertain,fb_why_social,fb_why_opinion,fb_why_products,fb_why_interests,fb_why_family,tt_why_news,tt_why_entertain,tt_why_social,tt_why_opinion,tt_why_products,tt_why_interests,tt_why_family,fb_pol_content,tt_pol_content,fb_pol_lean,tt_pol_lean,age_group,gender,education,race_ethnicity,party,ideology,income
201801139427,0.4628731574023131,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,65+,Female,Less than high school,White non-Hispanic,Democrat,Moderate,9
201801139470,0.5418344831511539,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,65+,Male,Less than high school,White non-Hispanic,Republican,Conservative,NA
201801139501,0.5151893827126608,Yes,No,Yes,Yes,No,NA,No,No,No,No,No,No,No,No,No,No,NA,No,No,No,No,No,Some,Some,Doesn't lean either way,Doesn't lean either way,50-64,Male,Less than high school,White non-Hispanic,Republican,Conservative,9
201801139510,0.5484007195081748,No,No,Yes,No,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Female,Less than high school,White non-Hispanic,Independent,Moderate,3
201801139520,0.746717137332348,Yes,NA,Yes,No,No,NA,No,NA,No,NA,NA,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Doesn't lean either way,NA,30-49,Male,High school graduate,White non-Hispanic,Independent,Moderate,3
201801139533,0.32744310565561013,Yes,No,Yes,No,No,NA,No,NA,NA,NA,No,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,30-49,Male,High school graduate,Asian non-Hispanic,Democrat,Moderate,7
201801139543,0.7297646172877856,Yes,No,Yes,No,No,NA,No,NA,NA,NA,No,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Doesn't lean either way,NA,50-64,Female,Less than high school,White non-Hispanic,Democrat,Very liberal,9
201801139621,0.5883239879223945,Yes,Yes,No,Yes,No,No,NA,Yes,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Yes,NA,Yes,NA,Some,Most,Not sure,Not sure,30-49,Male,Less than high school,White non-Hispanic,Democrat,Very liberal,9
201801139624,0.37188113367728054,Yes,No,Yes,Yes,No,NA,No,No,NA,NA,NA,Yes,Yes,Yes,No,NA,NA,NA,Yes,NA,Yes,NA,Some,Some,Not sure,Not sure,50-64,Female,High school graduate,White non-Hispanic,Independent,Conservative,1
201801139642,0.4791236218472517,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Male,High school graduate,White non-Hispanic,Republican,Conservative,8
201801139651,1.0045220272471993,No,No,Yes,No,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18-29,Male,Less than high school,Asian non-Hispanic,Democrat,Very liberal,3
201801139666,0.8879968699274228,Yes,Yes,Yes,No,No,Yes,No,NA,No,No,No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,18-29,Male,Less than high school,White non-Hispanic,Democrat,Liberal,9
201801139667,0.40922575590978927,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Male,Less than high school,White non-Hispanic,Independent,Conservative,9
201801139669,0.5418344831511539,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Male,Less than high school,White non-Hispanic,Republican,Very conservative,9
201801139696,0.41480071393300366,Yes,No,No,No,No,NA,NA,NA,No,No,No,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,65+,Male,Less than high school,White non-Hispanic,Independent,Conservative,9
201801139704,1.3970775436670957,No,Yes,No,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Male,High school graduate,White non-Hispanic,Independent,Conservative,6
201801139773,0.9613598778599918,Yes,No,No,No,No,NA,NA,NA,NA,NA,Yes,Yes,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly conservative,NA,30-49,Male,Less than high school,Black non-Hispanic,Democrat,Moderate,9
201801139819,0.5893387134801311,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,30-49,Female,Less than high school,White non-Hispanic,Independent,Conservative,9
201801139977,1.6837453590814957,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,30-49,Female,High school graduate,White non-Hispanic,NA,Conservative,NA
201801139978,0.5121508455300847,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly conservative,NA,65+,Female,High school graduate,White non-Hispanic,Republican,Conservative,3
201801139991,0.33274665174183815,Yes,Yes,Yes,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,NA,NA,None at all,NA,NA,65+,Female,Some college,White non-Hispanic,Democrat,Very liberal,2
201801140035,2.878025236992825,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Male,Some college,White non-Hispanic,Independent,Liberal,6
201801140040,1.159501732162589,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Female,Less than high school,White non-Hispanic,Republican,Conservative,8
201801140059,0.9979237551961158,Yes,No,No,No,Yes,NA,NA,NA,NA,No,NA,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly conservative,NA,50-64,Male,High school graduate,White non-Hispanic,Democrat,Very liberal,6
201801140140,0.5778104899982388,Yes,No,Yes,No,No,NA,No,NA,NA,NA,No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly conservative,NA,65+,Female,High school graduate,White non-Hispanic,Democrat,Liberal,8
201801140191,0.3764973758959654,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Male,Less than high school,White non-Hispanic,Democrat,Moderate,1
201801140198,2.669410213591552,Yes,No,Yes,Yes,No,NA,No,Yes,NA,NA,NA,No,Yes,Yes,NA,Yes,No,No,Yes,NA,No,NA,Some,Some,Mostly conservative,Doesn't lean either way,18-29,Female,Less than high school,White non-Hispanic,Something else,Moderate,9
201801140200,0.4557180746063617,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly conservative,NA,30-49,Female,Less than high school,White non-Hispanic,Democrat,Liberal,9
201801140203,0.6284606912054651,No,Yes,No,No,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Male,Less than high school,White non-Hispanic,Independent,Moderate,9
201801140287,0.3779341638409321,Yes,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Doesn't lean either way,NA,50-64,Female,Less than high school,White non-Hispanic,Democrat,Very liberal,9
201801140297,0.3762278561167981,Yes,Yes,No,No,Yes,Yes,NA,NA,No,NA,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,Most,NA,Mostly liberal,NA,50-64,Female,Less than high school,White non-Hispanic,Republican,Conservative,8
201801140322,0.8380832619113346,No,No,Yes,No,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Male,Less than high school,White non-Hispanic,Democrat,Liberal,3
201801140512,0.42200064543702687,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Male,Less than high school,White non-Hispanic,Republican,Moderate,9
201801140536,0.5765645885743218,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,65+,Female,Less than high school,White non-Hispanic,Republican,Very conservative,1
201801140601,0.37572148512201226,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Not sure,NA,50-64,Male,Less than high school,White non-Hispanic,Republican,Conservative,9
201801140658,0.536881745329391,Yes,No,Yes,Yes,Yes,NA,No,No,NA,NA,No,NA,Yes,NA,No,NA,NA,No,Yes,NA,NA,NA,A little,None at all,Not sure,NA,50-64,Female,High school graduate,White non-Hispanic,Republican,Moderate,9
201801140678,4.25508264524027,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,30-49,Female,Some college,Hispanic,Something else,NA,4
201801140679,0.94065184200841645,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Male,Less than high school,White non-Hispanic,Independent,Moderate,9
201801140717,0.3402771085234054,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,65+,Male,High school graduate,White non-Hispanic,Independent,Conservative,9
201801140744,0.7278200711115961,Yes,No,No,No,Yes,NA,NA,NA,No,No,No,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Doesn't lean either way,NA,50-64,Male,Less than high school,White non-Hispanic,Republican,Very conservative,9
201801140773,1.3108972013654094,Yes,No,Yes,No,No,NA,No,NA,NA,NA,No,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,65+,Female,Less than high school,White non-Hispanic,Democrat,Liberal,9
201801140843,0.7017570566152931,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Female,Less than high school,White non-Hispanic,Independent,Conservative,7
201801140856,0.37182521343541225,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Male,High school graduate,White non-Hispanic,Democrat,Moderate,3
201801140868,0.6219317074997877,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Most,NA,Mostly conservative,NA,50-64,Male,Less than high school,White non-Hispanic,Democrat,Moderate,9
201801140880,1.6449002350617794,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Male,High school graduate,White non-Hispanic,Something else,Very conservative,5
201801140882,1.0460129331850028,Yes,No,No,No,No,NA,NA,NA,No,NA,NA,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly conservative,NA,65+,Male,Some college,White non-Hispanic,Republican,Moderate,2
201801140918,0.34466240940086035,Yes,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Doesn't lean either way,NA,50-64,Male,Less than high school,White non-Hispanic,Independent,Moderate,9
201801140953,4.871332981139577,Yes,No,No,No,Yes,NA,NA,NA,No,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,18-29,Female,High school graduate,White non-Hispanic,Something else,Moderate,7
201801140992,2.384535725638923,Yes,No,No,No,No,NA,NA,NA,No,No,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly conservative,NA,65+,Male,Some college,White non-Hispanic,Democrat,Moderate,5
201801141046,0.8602489836128673,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,65+,Female,Less than high school,White non-Hispanic,Democrat,Moderate,8
201801141094,0.43090013970502633,Yes,No,Yes,Yes,Yes,NA,No,No,No,NA,Yes,Yes,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,A little,A little,Not sure,Not sure,30-49,Female,Less than high school,White non-Hispanic,Republican,Conservative,9
201801141107,0.7955739935243974,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Female,Less than high school,White non-Hispanic,Democrat,Liberal,9
201801141152,1.4122823079161582,No,No,No,Yes,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Yes,NA,NA,No,NA,A little,NA,Not sure,30-49,Female,High school graduate,White non-Hispanic,Independent,Moderate,3
201801141176,0.3450292895402115,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Doesn't lean either way,NA,50-64,Female,Less than high school,White non-Hispanic,Independent,Liberal,7
201801141215,0.9600551244254304,Yes,No,No,No,No,NA,NA,NA,NA,NA,No,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Not sure,NA,50-64,Male,Less than high school,White non-Hispanic,Republican,Conservative,6
201801141273,0.541414617781361,Yes,No,No,Yes,Yes,NA,NA,No,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,NA,NA,NA,NA,A little,None at all,Not sure,NA,50-64,Female,High school graduate,White non-Hispanic,Republican,Moderate,7
201801141362,0.7139742992342635,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Male,High school graduate,White non-Hispanic,Republican,Conservative,3
201801141391,0.7413083897705495,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Male,Less than high school,White non-Hispanic,Independent,Moderate,8
201801141398,0.7297646172877856,Yes,No,Yes,No,No,NA,No,NA,NA,NA,No,No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,50-64,Female,Less than high school,White non-Hispanic,Democrat,Moderate,9
201801141400,0.8958742383251371,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,30-49,Male,Less than high school,White non-Hispanic,Independent,Very conservative,5
201801141536,1.2807113481981611,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Male,High school graduate,White non-Hispanic,Independent,Moderate,9
201801141612,0.6378205585719536,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,65+,Female,High school graduate,White non-Hispanic,Republican,Very conservative,1
201801141679,0.6487066435096158,Yes,No,Yes,No,No,NA,No,NA,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,30-49,Female,High school graduate,White non-Hispanic,Republican,Very conservative,8
201801141697,0.6388357956328199,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Doesn't lean either way,NA,30-49,Female,Less than high school,White non-Hispanic,Republican,Very conservative,9
201801141701,2.368283198430219,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Doesn't lean either way,NA,65+,Female,Some college,White non-Hispanic,Independent,Liberal,4
201801141704,0.5024016157034182,Yes,No,No,No,Yes,NA,NA,NA,NA,No,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Not sure,NA,65+,Male,Less than high school,White non-Hispanic,Independent,Liberal,6
201801141779,1.720876681936276,Yes,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly liberal,NA,50-64,Male,Some college,White non-Hispanic,Independent,Conservative,9
201801141818,0.41788653399167064,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly liberal,NA,65+,Female,Less than high school,White non-Hispanic,Democrat,Very liberal,9
201801141843,0.7916148868955672,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Doesn't lean either way,NA,50-64,Female,Less than high school,White non-Hispanic,Republican,Conservative,6
201801141958,0.9096004151028568,No,Yes,No,No,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Male,High school graduate,White non-Hispanic,Republican,Conservative,9
201801141959,0.659934963785676,Yes,No,No,No,Yes,NA,NA,NA,No,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Doesn't lean either way,NA,65+,Male,High school graduate,White non-Hispanic,Republican,Conservative,3
201801142007,0.4125436561636136,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly liberal,NA,30-49,Male,High school graduate,White non-Hispanic,Independent,Moderate,3
201801142113,0.6551725680178204,Yes,Yes,Yes,No,Yes,No,No,NA,No,No,NA,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,65+,Female,Some college,White non-Hispanic,Republican,Conservative,1
201801142154,3.278079721248642,No,No,Yes,No,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18-29,Female,High school graduate,White non-Hispanic,Independent,Very conservative,6
201801142163,4.0286384190674935,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,65+,Female,Some college,White non-Hispanic,NA,NA,2
201801142213,1.2756024795258558,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Male,Some college,White non-Hispanic,Independent,Conservative,9
201801142224,1.0144550476192125,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,30-49,Male,High school graduate,White non-Hispanic,Democrat,Liberal,2
201801142230,1.677698034922806,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Female,High school graduate,White non-Hispanic,Republican,Conservative,4
201801142263,1.3097922842087046,Yes,No,Yes,No,No,NA,No,NA,No,NA,No,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,30-49,Male,Less than high school,White non-Hispanic,Democrat,Moderate,9
201801142271,1.2992824978222677,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Female,High school graduate,White non-Hispanic,Republican,Very conservative,4
201801142276,1.032735598835697,Yes,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,50-64,Female,Less than high school,White non-Hispanic,Republican,Conservative,9
201801142285,1.3968018939261602,Yes,No,No,No,No,NA,NA,NA,NA,No,No,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,65+,Female,High school graduate,White non-Hispanic,Independent,Conservative,8
201801142289,1.9609560611983872,Yes,No,No,No,Yes,NA,NA,NA,Yes,NA,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,30-49,Male,Less than high school,White non-Hispanic,Republican,Moderate,9
201801142302,1.140642888872195,Yes,Yes,Yes,No,Yes,No,No,NA,NA,NA,NA,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly conservative,NA,65+,Female,High school graduate,White non-Hispanic,NA,Very conservative,6
201801142370,0.4355599876090515,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Male,Less than high school,White non-Hispanic,Republican,Conservative,9
201801142403,2.148631680021333,Yes,Yes,Yes,Yes,No,No,No,No,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,Yes,NA,No,NA,A little,A little,Not sure,Mostly liberal,18-29,Female,High school graduate,White non-Hispanic,Independent,Very liberal,1
201801142415,0.5202212708405378,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,65+,Female,Less than high school,White non-Hispanic,Republican,Conservative,1
201801142461,0.6163357978354536,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,50-64,Female,Some college,White non-Hispanic,Republican,Very conservative,9
201801142507,0.7635932286151965,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,65+,Female,Less than high school,White non-Hispanic,Democrat,Moderate,5
201801142510,0.7122747122487565,Yes,No,No,No,NA,NA,NA,NA,No,NA,NA,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,65+,Female,Less than high school,White non-Hispanic,Democrat,Liberal,6
201801142516,0.6410784860797567,No,Yes,Yes,Yes,NA,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,NA,No,NA,NA,Some,NA,Not sure,50-64,Male,Less than high school,White non-Hispanic,Democrat,Liberal,9
201801142528,0.8697010066233244,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Doesn't lean either way,NA,65+,Female,Less than high school,White non-Hispanic,Republican,Conservative,9
201801142545,0.5099690506214065,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Female,Less than high school,White non-Hispanic,Democrat,Very liberal,8
201801142704,0.8295647797027906,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,NA,Yes,Yes,NA,Some,NA,Doesn't lean either way,18-29,Female,Less than high school,Asian non-Hispanic,Democrat,Very liberal,9
201801142739,0.9244584429003436,Yes,No,No,No,Yes,NA,NA,NA,No,No,No,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly liberal,NA,65+,Female,Less than high school,White non-Hispanic,Democrat,Liberal,9
201801142748,2.0560020063958215,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,No,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Not sure,NA,50-64,Male,High school graduate,White non-Hispanic,Republican,Conservative,7
201801142774,0.771336561493674,No,Yes,No,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Male,Less than high school,White non-Hispanic,Independent,Moderate,9
201801142786,1.2903355237905545,No,Yes,Yes,No,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18-29,Male,Less than high school,White non-Hispanic,Democrat,Liberal,5
201801142815,0.3727438004206584,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Male,Less than high school,White non-Hispanic,Republican,Conservative,9
201801142831,0.3841630225123531,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Male,Less than high school,White non-Hispanic,Independent,Conservative,9
201801142861,0.1949481569301312,Yes,Yes,Yes,No,Yes,No,Yes,NA,No,NA,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly conservative,NA,50-64,Female,Less than high school,Asian non-Hispanic,Republican,Very conservative,9
201801142863,0.4162209813265124,Yes,No,Yes,No,No,NA,No,NA,NA,NA,No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,50-64,Male,Less than high school,White non-Hispanic,Independent,Moderate,8
201801142968,1.046516703488075,No,Yes,Yes,No,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Female,Less than high school,White non-Hispanic,Independent,Conservative,9
201801142976,0.3491433152087971,Yes,No,Yes,No,No,NA,No,NA,NA,NA,No,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Doesn't lean either way,NA,30-49,Female,Less than high school,White non-Hispanic,Democrat,Moderate,9
201801142995,1.296065084321501,Yes,No,Yes,No,No,NA,No,NA,NA,NA,No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly conservative,NA,30-49,Female,Less than high school,White non-Hispanic,Democrat,Moderate,4
201801143018,1.596199773536737,Yes,Yes,Yes,Yes,No,No,No,No,No,NA,NA,No,No,NA,NA,NA,NA,NA,Yes,NA,No,No,Some,A little,Not sure,Doesn't lean either way,50-64,Female,High school graduate,Black non-Hispanic,Democrat,Moderate,4
201801143024,0.4379009944087297,Yes,No,No,No,No,NA,NA,NA,No,NA,NA,No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly liberal,NA,65+,Female,Less than high school,Hispanic,Democrat,Moderate,4
201801143036,1.4741988609528536,Yes,Yes,Yes,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,Some,NA,Not sure,50-64,Female,Some college,Hispanic,Independent,Conservative,9
201801143041,4.871332981139577,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Male,Some college,White non-Hispanic,Republican,Very conservative,1
